,tweet_id,created_date,username,location,retweeted_username,content_type,mentioned_users,text,positive_sent_score,negative_sent_score,compound_sent_score
6431,1496420293812027392,Wed Feb 23 09:42:54 +0000 2022,Tina thinul,"Bekasi Timur, Indonesia",MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
6438,1496419049362046977,Wed Feb 23 09:37:58 +0000 2022,The Korea Economic Daily Global Edition,"Seoul, Korea",The Korea Economic Daily Global Edition,Tweet (self-loop),[],"LG Electronics decided to pull out of solar panel market, under pressure from low-cost Chinese rivals and soaring raw material costs. #LGElectronics #renewableenergy #solarpanels
https://t.co/FM8vP9G5MX",0.0,8.4,8.4
6457,1496414611574304769,Wed Feb 23 09:20:20 +0000 2022,Tramikatodor,"here, there, and everywhere",michael grey,RT,['michael grey'],"RT @wavetop: What Morons.. the Cost of Wind &amp; Solar Power is DROPPING But #FossilFuel   $Costs are RISING .. 
Replacing #FossilFuels With #…",0.0,7.0,7.0
6464,1496413355191451649,Wed Feb 23 09:15:20 +0000 2022,michael grey,Vancouver,michael grey,Tweet (self-loop),[],"What Morons.. the Cost of Wind &amp; Solar Power is DROPPING But #FossilFuel   $Costs are RISING .. 
Replacing #FossilFuels With #RenewableEnergy  
REDUCES $Costs &amp; Saves Money .. https://t.co/uXwCufBGSo",0.0,5.8,5.8
6483,1496412126835052547,Wed Feb 23 09:10:27 +0000 2022,WordPress Bot,ZWFydGg=,dumisanikananza,RT,['dumisanikananza'],RT @dumikananza: Having knowledge about your electricity needs  is essential in selecting the right solar system to power your critical loa…,0.0,10.3,10.3
6484,1496412085852553216,Wed Feb 23 09:10:17 +0000 2022,#ForGlobalGoals,Earth,dumisanikananza,RT,['dumisanikananza'],RT @dumikananza: Having knowledge about your electricity needs  is essential in selecting the right solar system to power your critical loa…,0.0,10.3,10.3
6500,1496408167420514306,Wed Feb 23 08:54:43 +0000 2022,dumisanikananza,"Lilongwe, Malawi",dumisanikananza,Tweet (self-loop),[],"Having knowledge about your electricity needs  is essential in selecting the right solar system to power your critical load/appliances, for maximum power usage and system performance. 
#WordPress
#GlobalGoals
#YouthEnvironmentAssembly
#renewableenergy
https://t.co/9fkfbCp2Gk",0.0,7.1,7.1
6510,1496407027916197888,Wed Feb 23 08:50:12 +0000 2022,Diane,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
6515,1496406641318985728,Wed Feb 23 08:48:39 +0000 2022,Glychelle Anne,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
6520,1496405434047283201,Wed Feb 23 08:43:52 +0000 2022,hari ♡ (ha-ree),broke student,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
6522,1496405055624613891,Wed Feb 23 08:42:21 +0000 2022,wen win¡¡¿,Republic of the Philippines,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
6527,1496403757261008896,Wed Feb 23 08:37:12 +0000 2022,pilalala 🧚 - PAWTOCOL $UPI,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
6539,1496401335037882373,Wed Feb 23 08:27:34 +0000 2022,adobo magazine,"Manila, Philippines",adobo magazine,Tweet (self-loop),['RCBC Bankard'],"Beth Coronel, @RCBCBankard Corporate Banking Group Head, discusses how funding #renewableenergy  projects works and why it's important.

""It is time to work on meeting our needs without compromising the ability of future generations to meet theirs.” https://t.co/tUPrxlEPEd",4.6,5.1,5.1
6544,1496400861383528449,Wed Feb 23 08:25:41 +0000 2022,luckymepickme7,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
6593,1496396338380283905,Wed Feb 23 08:07:43 +0000 2022,Adhaya Prima,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
6598,1496395680545644547,Wed Feb 23 08:05:06 +0000 2022,mari ; check 📌,12 gems and 23 neos,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
6609,1496393796183117827,Wed Feb 23 07:57:37 +0000 2022,🌏Linda Gill🌏 💉🕯💦💙💚🌏💚💙💦🕯,#Worimi country ♥️💛🖤NSW. Aus,🌏Linda Gill🌏 💉🕯💦💙💚🌏💚💙💦🕯,Tweet (self-loop),"['Angus Taylor MP', 'The Daily Telegraph']","@AngusTaylorMP @dailytelegraph The way you do that is by backing #renewableenergy 
NOT pumping $20m into climate, water &amp; biodiversity destroying #gas 
But then,that's what happens when the Gov is owned &amp; operated by the #FossilFool industry.
You're a dinosaur &amp; will go @ next election.
#ByeByeAngus
#ByeByeLNP https://t.co/zDvwO5KOgY",2.1,4.7,4.7
6610,1496393667829190658,Wed Feb 23 07:57:06 +0000 2022,Indah Alinkha,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
6623,1496391122901684224,Wed Feb 23 07:46:59 +0000 2022,Debu,"Bandra, Mumbai",Debu,Tweet (self-loop),[],"Two top leaders from the Indian energy industry - #MukeshAmbani and BPCL CMD Shri Arun Singh -  have mentioned today that #EnergyTransition is inevitable, but the transition away from #FossilFuels is going to be chaotic.
#cleanenergy 
#GreenEnergy 
#RenewableEnergy",7.0,10.2,10.2
6624,1496390967796109315,Wed Feb 23 07:46:22 +0000 2022,Ina2022 ❤,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
6653,1496387032427470852,Wed Feb 23 07:30:44 +0000 2022,Centre for Clean Energy Skills,,Centre for Clean Energy Skills,Tweet (self-loop),[],"Kia to return #green energy to #grid through #charging #network

For more information:
https://t.co/InucztvSan

#sustainability #sustainable #climatechange #environment #climate #climatecrisis #eco #renewableenergy #renewablepower #cleanenergyfuture #ces #energy #KIA #partnered https://t.co/pkRpFXo8Z2",11.0,23.8,23.8
6707,1496379300567826432,Wed Feb 23 07:00:01 +0000 2022,Earth Accounting,"Los Angeles, CA",Earth Accounting,Tweet (self-loop),[],The demand for #RenewableEnergy investment will survive the cost crunch https://t.co/WEm1B5k2Fq,0.0,13.0,13.0
6725,1496375441749606405,Wed Feb 23 06:44:41 +0000 2022,Amelia G,,The Spectator Australia,RT,['The Spectator Australia'],"RT @SpectatorOz: Closing down #coal is set to make victims out of Australian energy consumers.

""The 'upshot' is higher electricity and gas…",8.6,9.4,9.4
6739,1496369265750036481,Wed Feb 23 06:20:08 +0000 2022,zxcxz,,zxcxz,Tweet (self-loop),[],India Wants Tesla To Spend $500 Million On Local Parts Before Considering Tax Cut Request https://t.co/BGczuDuhfb #Tesla #EV #ClimateChange #Renewables #RenewableEnergy,0.0,9.5,9.5
6746,1496367428791685127,Wed Feb 23 06:12:50 +0000 2022,energyreferral.xyz,,Bureau Veritas South Asia Region,RT,['Bureau Veritas South Asia Region'],"RT @BureauAsia: #Offshorewind installation often takes place in harsh, high-risk environments. Bureau Veritas offers project installation m…",0.0,15.3,15.3
6754,1496367212604624901,Wed Feb 23 06:11:59 +0000 2022,John Snowmountainer,,Bureau Veritas South Asia Region,RT,['Bureau Veritas South Asia Region'],"RT @BureauAsia: #Offshorewind installation often takes place in harsh, high-risk environments. Bureau Veritas offers project installation m…",0.0,15.3,15.3
6756,1496366725071138816,Wed Feb 23 06:10:03 +0000 2022,LeeTyler,"New Jersey, USA",LeeTyler,Tweet (self-loop),[],How to manage your solar leads #RenewableEnergy #CleanPower #Energy #Nature #FaceTheClimateEmergency [Video]: 📞Click the link to schedule a free 30-minute strategy call 📞 https://t.co/weEArUEbSQ🔥🔥🔥 Want to learn sales &amp; marketing strategies that… https://t.co/AVmPA6vO3X https://t.co/c3MgFiNZv2,14.3,15.4,15.4
6757,1496366724463034373,Wed Feb 23 06:10:02 +0000 2022,NatEco,"Jersey City, NJ",NatEco,Tweet (self-loop),[],How to manage your solar leads #RenewableEnergy #CleanPower #Energy #Nature #FaceTheClimateEmergency [Video]: 📞Click the link to schedule a free 30-minute strategy call 📞 https://t.co/wCGtKyElNP🔥🔥🔥 Want to learn sales &amp; marketing strategies that… https://t.co/oE0HpWggcV https://t.co/rAN7eBRQrM,14.3,15.4,15.4
6778,1496359789143945222,Wed Feb 23 05:42:29 +0000 2022,Partha Sinha,"Mumbai, India","🧬 Dr. Namrata Datta, PhD🧫 🇬🇧🇮🇳",RT,"['🧬 Dr. Namrata Datta, PhD🧫 🇬🇧🇮🇳']","RT @DrDatta01: #conserve forest, allocate funds for #renewableenergy , stop grabbing #Adivasi land, stop #polluting the #enviroment , take…",0.0,20.6,20.6
6800,1496354252670869506,Wed Feb 23 05:20:29 +0000 2022,Tramikatodor,"here, there, and everywhere",Australian Solar Panel News,RT,['Australian Solar Panel News'],"RT @AusSolarReviews: LG makes shock exit from solar panel making, as global... https://t.co/n56wr92pIY #solarenergy #renewableenergy #solar…",0.0,14.8,14.8
6804,1496353258234912771,Wed Feb 23 05:16:32 +0000 2022,Australian Solar Panel News,Australia,Australian Solar Panel News,Tweet (self-loop),[],"LG makes shock exit from solar panel making, as global... https://t.co/n56wr92pIY #solarenergy #renewableenergy #solarpanels https://t.co/Hk9q3Uwf2g",0.0,15.7,15.7
6839,1496347436826214402,Wed Feb 23 04:53:24 +0000 2022,💐🌺Swati🌹🌸,,"🧬 Dr. Namrata Datta, PhD🧫 🇬🇧🇮🇳",RT,"['🧬 Dr. Namrata Datta, PhD🧫 🇬🇧🇮🇳']","RT @DrDatta01: #conserve forest, allocate funds for #renewableenergy , stop grabbing #Adivasi land, stop #polluting the #enviroment , take…",0.0,20.6,20.6
6841,1496347237164929024,Wed Feb 23 04:52:36 +0000 2022,Jade (Taylor's version),,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
6844,1496346785564217345,Wed Feb 23 04:50:49 +0000 2022,"🧬 Dr. Namrata Datta, PhD🧫 🇬🇧🇮🇳","Cambridge, England","🧬 Dr. Namrata Datta, PhD🧫 🇬🇧🇮🇳",RT,"['🧬 Dr. Namrata Datta, PhD🧫 🇬🇧🇮🇳']","RT @DrDatta01: #conserve forest, allocate funds for #renewableenergy , stop grabbing #Adivasi land, stop #polluting the #enviroment , take…",0.0,20.6,20.6
6856,1496341934230712320,Wed Feb 23 04:31:32 +0000 2022,BogdanAndrei-bogdins,European citizen,BogdanAndrei-bogdins,Tweet (self-loop),"['American Renewable Energy', 'ACCIONA (English)', 'GE Renewable Energy', 'IRENA', 'Australian Renewable Energy Agency', 'RenewableEnergyWorld']","No matter if onshore or #offshore wind farms are #daily  presence

https://t.co/foqtl5dDrI
https://t.co/9cuTORS1xn

new #Domains #domainsforsale #domainnamesforsale 
#premiumdomains #PremiumDomain 
#renewableenergy 
@ACORE 
@ACCIONA_EN 
@GErenewables 
@IRENA 
@ARENA_aus 
@REWorld https://t.co/M8tZRTN07z",0.0,4.0,4.0
6858,1496340908316688386,Wed Feb 23 04:27:27 +0000 2022,Extraordinarily Boring,,NexaAdvisory,RT,['NexaAdvisory'],"RT @NexaAdvisory: Eraring unit trips and sends prices soaring, just as Coalition launches new price scare campaign https://t.co/Dwz1wqDIy5…",0.0,15.8,15.8
6860,1496339631121571842,Wed Feb 23 04:22:23 +0000 2022,Dean Hutchinson,Berlin,Dean Hutchinson,Tweet (self-loop),['Bundesministerium für Wirtschaft und Klimaschutz'],"""War drives up fossil prices,"" said German Economics Minister Robert #Habeck. He said the previous government had made mistakes with the #GasMarket. Germany will make itself independent of #pricegouging by expanding #Electromobility and #RenewableEnergy, he said. @bmwk https://t.co/vpi6kI2qr5",0.0,15.1,15.1
6861,1496339033877794821,Wed Feb 23 04:20:00 +0000 2022,Solar Battery Storage News Australia,Mid North Coast of NSW,Solar Battery Storage News Australia,Tweet (self-loop),[],"LG makes shock exit from solar panel making, as global... https://t.co/RPdQJK1dvS #cleanenergy #renewableenergy #solarpower https://t.co/wMVdb9WTV0",0.0,15.7,15.7
6862,1496338990764806145,Wed Feb 23 04:19:50 +0000 2022,Stephanie Bashir,,NexaAdvisory,RT,['NexaAdvisory'],"RT @NexaAdvisory: Eraring unit trips and sends prices soaring, just as Coalition launches new price scare campaign https://t.co/Dwz1wqDIy5…",0.0,15.8,15.8
6886,1496333273211064329,Wed Feb 23 03:57:07 +0000 2022,NexaAdvisory,"Melbourne, Australia",NexaAdvisory,Tweet (self-loop),[],"Eraring unit trips and sends prices soaring, just as Coalition launches new price scare campaign https://t.co/Dwz1wqDIy5 #renewableenergy #renewables",0.0,15.8,15.8
6888,1496331431362297857,Wed Feb 23 03:49:48 +0000 2022,🇦🇺,,The Spectator Australia,RT,['The Spectator Australia'],"RT @SpectatorOz: Closing down #coal is set to make victims out of Australian energy consumers.

""The 'upshot' is higher electricity and gas…",8.6,9.4,9.4
6899,1496329352711385089,Wed Feb 23 03:41:32 +0000 2022,Michelle Burrows,,The Spectator Australia,RT,['The Spectator Australia'],"RT @SpectatorOz: Closing down #coal is set to make victims out of Australian energy consumers.

""The 'upshot' is higher electricity and gas…",8.6,9.4,9.4
6905,1496326799835676672,Wed Feb 23 03:31:24 +0000 2022,***** *******,Planet Earth,"🧬 Dr. Namrata Datta, PhD🧫 🇬🇧🇮🇳",RT,"['🧬 Dr. Namrata Datta, PhD🧫 🇬🇧🇮🇳']","RT @DrDatta01: #conserve forest, allocate funds for #renewableenergy , stop grabbing #Adivasi land, stop #polluting the #enviroment , take…",0.0,20.6,20.6
6912,1496323303287447558,Wed Feb 23 03:17:30 +0000 2022,renewables,,The Spectator Australia,RT,['The Spectator Australia'],"RT @SpectatorOz: Closing down #coal is set to make victims out of Australian energy consumers.

""The 'upshot' is higher electricity and gas…",8.6,9.4,9.4
6915,1496323024907292674,Wed Feb 23 03:16:24 +0000 2022,Ankit Pandey,"New Delhi, India",The Spectator Australia,RT,['The Spectator Australia'],"RT @SpectatorOz: Closing down #coal is set to make victims out of Australian energy consumers.

""The 'upshot' is higher electricity and gas…",8.6,9.4,9.4
6919,1496322720954470402,Wed Feb 23 03:15:11 +0000 2022,Andrea,USA,The Spectator Australia,RT,['The Spectator Australia'],"RT @SpectatorOz: Closing down #coal is set to make victims out of Australian energy consumers.

""The 'upshot' is higher electricity and gas…",8.6,9.4,9.4
6921,1496322255151935491,Wed Feb 23 03:13:20 +0000 2022,energyreferral.xyz,,The Spectator Australia,RT,['The Spectator Australia'],"RT @SpectatorOz: Closing down #coal is set to make victims out of Australian energy consumers.

""The 'upshot' is higher electricity and gas…",8.6,9.4,9.4
6926,1496322130857926661,Wed Feb 23 03:12:50 +0000 2022,energyreferral.xyz,,NexaAdvisory,RT,['NexaAdvisory'],"RT @NexaAdvisory: APA Group moves to acquire troubled Basslink interconnector, resolve multi-year dispute https://t.co/exDYg32enj #renewabl…",12.8,28.1,28.1
6927,1496322093302300672,Wed Feb 23 03:12:42 +0000 2022,The Spectator Australia,,The Spectator Australia,Tweet (self-loop),[],"Closing down #coal is set to make victims out of Australian energy consumers.

""The 'upshot' is higher electricity and gas prices and a more precarious electricity supply...""

#renewables #renewableenergy #solar #climatechange #climateaction #globalwarming
https://t.co/Rmodf9sevQ",5.8,6.3,6.3
6933,1496321926440095745,Wed Feb 23 03:12:02 +0000 2022,John Snowmountainer,,NexaAdvisory,RT,['NexaAdvisory'],"RT @NexaAdvisory: APA Group moves to acquire troubled Basslink interconnector, resolve multi-year dispute https://t.co/exDYg32enj #renewabl…",12.8,28.1,28.1
6941,1496316914993442819,Wed Feb 23 02:52:07 +0000 2022,NexaAdvisory,"Melbourne, Australia",NexaAdvisory,Tweet (self-loop),[],"APA Group moves to acquire troubled Basslink interconnector, resolve multi-year dispute https://t.co/exDYg32enj #renewableenergy #cleanenergy",13.5,29.5,29.5
6944,1496314216445353988,Wed Feb 23 02:41:24 +0000 2022,Stormy Thunder,,Scott Hamilton,RT,['Scott Hamilton'],RT @SDHamiltonVIC: Global oil &amp; fossil gas markets impacted by Russia/Ukraine crisis. Germany halts Nord Stream 2 pipeline. World desperate…,0.0,17.7,17.7
6986,1496298900113838082,Wed Feb 23 01:40:32 +0000 2022,Marketier✌️ by GoSquad,,Mr.Graphite,RT,['Mr.Graphite'],"RT @MrGraphite2: Graphite Shortage Concerns Lead to Product Supply Race.

#graphite $MRC #Norway $SYR #Mozambique $RNU #Australia #batterie…",0.0,10.5,10.5
6988,1496298811438039040,Wed Feb 23 01:40:11 +0000 2022,The Assay - Mining Magazine,Hong Kong & London,Mr.Graphite,RT,['Mr.Graphite'],"RT @MrGraphite2: Graphite Shortage Concerns Lead to Product Supply Race.

#graphite $MRC #Norway $SYR #Mozambique $RNU #Australia #batterie…",0.0,10.5,10.5
7046,1496281863291547649,Wed Feb 23 00:32:50 +0000 2022,Birdie,"Melbourne, Victoria",Scott Hamilton,RT,['Scott Hamilton'],RT @SDHamiltonVIC: Global oil &amp; fossil gas markets impacted by Russia/Ukraine crisis. Germany halts Nord Stream 2 pipeline. World desperate…,0.0,17.7,17.7
7054,1496279229452984323,Wed Feb 23 00:22:22 +0000 2022,cherokee alicia 3xVax DoingNew!🇺🇸🇺🇦💙🌊,"Brooklyn, NY",Nataya,RT,['Nataya'],"RT @Nataya: Heard on Fox today - electric cars can't be the solution because physics... my WTF moment

We should be all in for renewables r…",0.0,21.3,21.3
